pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_massj,pl_msinij,pl_radj,pl_dens,pl_orbincl,pl_ttvflag,ra,dec,st_dist,st_vj,st_teff,st_mass,st_rad,hd_name,hip_name,st_radv,st_sp,st_lum,st_metfe,st_acts,st_actr,pl_msinie,pl_disc
11 Com,b,Radial Velocity,326.03000000,1.290000,0.231000,,19.40000,,,,0,185.179276,17.792868,112.00,4.740,4742.00,2.70,19.50,HD 107383,HIP 60202,,5.00,2.243,,,,6165.64000,2008
11 UMi,b,Radial Velocity,516.22000000,1.540000,0.080000,,10.50000,,,,0,229.274536,71.823898,119.50,5.016,4340.00,1.80,24.08,HD 136726,HIP 74793,,5.00,,,,,3337.07400,2009
14 And,b,Radial Velocity,185.84000000,0.830000,0.000000,,4.80000,,,,0,352.822571,39.236198,76.40,5.220,4813.00,2.20,11.00,HD 221345,HIP 116076,,5.00,1.763,,0.095,,1525.52000,2008
14 Her,b,Radial Velocity,1773.40000000,2.770000,0.369000,,4.64000,,,,0,242.601303,43.817646,18.15,6.605,5311.00,0.90,,HD 145675,HIP 79248,-13.70,5.00,,,0.161,-5.060,1474.66900,2002
16 Cyg B,b,Radial Velocity,798.50000000,1.681000,0.681000,1.68000,,,,,0,295.466553,50.517525,21.41,6.200,5674.00,0.99,1.16,HD 186427,HIP 96901,-28.10,4.30,,,0.148,-5.080,,1996
18 Del,b,Radial Velocity,993.30000000,2.600000,0.080000,,10.30000,,,,0,314.608063,10.839286,73.10,5.506,4979.00,2.30,8.50,HD 199665,HIP 103527,,5.00,1.602,,,,3273.51100,2008
1RXS J160929.1-210524,b,Imaging,,330.000000,,8.00000,,,,,0,242.376266,-21.083036,,,,,,,,,,,,,,,2008
24 Sex,b,Radial Velocity,452.80000000,1.333000,0.090000,,1.99000,,,,0,155.868210,-0.902244,74.80,6.441,5098.00,1.54,4.90,HD 90043,HIP 50887,,5.00,1.164,,,,632.45500,2010
24 Sex,c,Radial Velocity,883.00000000,2.080000,0.290000,,0.86000,,,,0,155.868210,-0.902244,74.80,6.441,5098.00,1.54,4.90,HD 90043,HIP 50887,,5.00,1.164,,,,273.32200,2010
2MASS J04414489+2301513,b,Imaging,,15.000000,,7.50000,,,,,0,70.437073,23.030941,,,,,,,,,,,,,,,2010
2MASS J07464256+2000321A,b,Imaging,4640.00000000,,0.487000,31.42000,,,,138.200,0,116.677345,20.008940,,,,,,,,,,,,,,,2010
2MASS J12073346-3932539,b,Imaging,,41.000000,,4.00000,,1.500,,,0,181.889450,-39.548332,,,,,,,,,6.80,,,,,,2004
2MASS J21402931+1625183A,b,Imaging,7340.00000000,,0.260000,20.95000,,,,46.200,0,325.122162,16.421759,,,,,,,,,,,,,,,2010
2MASS J22062280-2047058A,b,Imaging,8686.00000000,,0.000000,31.42000,,,,44.300,0,331.595001,-20.784971,,,,,,,,,,,,,,,2010
30 Ari B,b,Radial Velocity,335.10000000,0.995000,0.289000,,9.88000,,,,0,39.252182,24.647223,39.40,6.455,6152.00,1.16,1.13,HD 16246,HIP 12189,14.40,3.50,,,,,3140.02800,2009
4 UMa,b,Radial Velocity,269.30000000,0.870000,0.432000,,7.10000,,,,0,130.053406,64.327934,62.39,4.610,4415.00,1.23,18.11,HD 73108,HIP 42527,,5.00,,,0.124,,2256.49800,2007
42 Dra,b,Radial Velocity,479.10000000,1.190000,0.380000,,3.88000,,,,0,276.496399,65.563484,96.50,4.820,4200.00,0.98,22.03,HD 170693,HIP 90344,,5.00,,,,,1233.12800,2009
47 UMa,b,Radial Velocity,1078.00000000,2.100000,0.032000,,2.53000,,,,0,164.866562,40.430256,14.08,5.050,5882.00,1.08,1.23,HD 95128,HIP 53721,11.10,4.00,,,0.154,-5.020,804.07600,1996
47 UMa,c,Radial Velocity,2391.00000000,3.600000,0.098000,,0.54000,,,,0,164.866562,40.430256,14.08,5.050,5882.00,1.08,1.23,HD 95128,HIP 53721,11.10,4.00,,,0.154,-5.020,171.62100,2001
47 UMa,d,Radial Velocity,14002.00000000,11.600000,0.160000,,1.64000,,,,0,164.866562,40.430256,14.08,5.050,5882.00,1.08,1.23,HD 95128,HIP 53721,11.10,4.00,,,0.154,-5.020,521.21900,2010
51 Peg,b,Radial Velocity,4.23078500,0.052700,0.013000,,0.47200,,,,0,344.366577,20.768833,15.40,5.500,5787.00,1.09,1.20,HD 217014,HIP 113357,2.00,4.30,0.093,,0.148,-5.080,150.00900,1995
55 Cnc,b,Radial Velocity,14.65162000,0.115000,0.014000,,0.82400,,,,0,133.149216,28.330818,12.30,5.938,5196.00,0.91,0.94,HD 75732,HIP 43587,27.40,5.00,-0.235,,0.165,-5.040,261.88100,1996
55 Cnc,c,Radial Velocity,44.34460000,0.240000,0.086000,,0.16900,,,,0,133.149216,28.330818,12.30,5.938,5196.00,0.91,0.94,HD 75732,HIP 43587,27.40,5.00,-0.235,,0.165,-5.040,53.71100,2002
55 Cnc,d,Radial Velocity,5218.00000000,5.770000,0.025000,,3.83500,,,,0,133.149216,28.330818,12.30,5.938,5196.00,0.91,0.94,HD 75732,HIP 43587,27.40,5.00,-0.235,,0.165,-5.040,1218.82700,2002
55 Cnc,e,Transit,0.73654490,0.015830,,0.02700,,0.178,5.90000,90.000,0,133.149216,28.330818,12.30,5.938,5196.00,0.91,0.94,HD 75732,HIP 43587,27.40,5.00,-0.235,,0.165,-5.040,,2004
55 Cnc,f,Radial Velocity,260.00000000,0.781000,0.200000,,0.14400,,,,0,133.149216,28.330818,12.30,5.938,5196.00,0.91,0.94,HD 75732,HIP 43587,27.40,5.00,-0.235,,0.165,-5.040,45.76600,2007
6 Lyn,b,Radial Velocity,874.77400000,2.180000,0.059000,,2.21000,,,,0,97.696281,58.162632,56.90,5.880,4978.00,1.82,5.20,HD 45410,HIP 31039,,4.50,1.176,,0.127,,702.37500,2008
61 Vir,b,Radial Velocity,4.21500000,0.050201,0.120000,,0.01600,,,,0,199.601318,-18.311195,8.52,4.740,5577.00,0.94,0.98,HD 115617,HIP 64924,-8.20,4.50,,,0.156,-5.040,5.10000,2009
61 Vir,c,Radial Velocity,38.02100000,0.217500,0.140000,,0.05730,,,,0,199.601318,-18.311195,8.52,4.740,5577.00,0.94,0.98,HD 115617,HIP 64924,-8.20,4.50,,,0.156,-5.040,18.20000,2009
61 Vir,d,Radial Velocity,123.01000000,0.476000,0.350000,,0.07210,,,,0,199.601318,-18.311195,8.52,4.740,5577.00,0.94,0.98,HD 115617,HIP 64924,-8.20,4.50,,,0.156,-5.040,22.90000,2009
7 CMa,b,Radial Velocity,763.00000000,1.900000,0.140000,,2.60000,,,,0,99.170990,-19.255878,19.75,3.920,4792.00,1.52,2.30,HD 47205,HIP 31592,,5.10,1.053,,,,826.32300,2011
70 Vir,b,Radial Velocity,116.68840000,0.484000,0.400700,7.49000,,,,,0,202.107544,13.778788,8.90,4.980,5545.00,1.11,,HD 117176,HIP 65721,4.60,4.00,,,0.165,-4.990,,1996
75 Cet,b,Radial Velocity,691.90000000,2.100000,0.117000,3.00000,,,,,0,38.039253,-1.034896,81.50,5.350,4846.00,2.49,10.50,HD 15779,HIP 11791,,5.10,1.730,,,,,2012
81 Cet,b,Radial Velocity,952.70000000,2.500000,0.206000,,5.30000,,,,0,39.424168,-3.396175,97.20,5.650,4785.00,2.40,11.00,HD 16400,HIP 12247,,5.00,1.778,,,,1684.42800,2008
AB Pic,b,Imaging,,260.000000,,13.50000,,,,,0,94.803802,-58.054310,45.52,9.128,,,,HD 44627,HIP 30034,22.20,5.20,,,,,,2005
BD+14 4559,b,Radial Velocity,268.94000000,0.777000,0.290000,,1.47000,,,,0,318.399963,14.689387,50.00,9.630,5008.00,0.86,0.95,,HIP 104780,,,-0.320,,,,467.19000,2009
BD+20 2457,b,Radial Velocity,379.63000000,1.450000,0.150000,,21.42000,,,,0,154.186905,19.891409,200.00,,4137.00,2.80,49.00,,,,,3.170,,,,6807.63200,2009
BD+20 2457,c,Radial Velocity,621.99000000,2.010000,0.180000,,12.47000,,,,0,154.186905,19.891409,200.00,,4137.00,2.80,49.00,,,,,3.170,,,,3963.17300,2009
BD+20 274,b,Radial Velocity,578.20000000,1.300000,0.210000,4.20000,,,,,0,25.920324,21.005314,,,4296.00,0.80,17.30,,,,,1.960,,,,,2012
BD+48 738,b,Radial Velocity,392.60000000,1.000000,0.200000,,0.91000,,,,0,40.710224,49.586960,,,4414.00,0.74,11.00,,,,,1.690,,,,289.21300,2011
BD-08 2823,b,Radial Velocity,5.60000000,0.056000,0.150000,,0.04500,,,,0,150.198837,-9.516680,42.20,9.880,4746.00,0.74,,,HIP 49067,53.34,,,,,,14.40000,2009
BD-08 2823,c,Radial Velocity,237.60000000,0.680000,0.190000,,0.33000,,,,0,150.198837,-9.516680,42.20,9.880,4746.00,0.74,,,HIP 49067,53.34,,,,,,104.00000,2009
BD-10 3166,b,Radial Velocity,3.48777000,0.045200,0.019000,0.45800,,,,,0,164.619936,-10.770373,,10.080,,,,,,,5.00,,,,,,2000
BD-13 2130,b,Radial Velocity,714.30000000,2.100000,0.210000,,10.60000,,,,0,114.288492,-13.906663,,9.767,,,,,,,4.50,,,,,3368.85608,2007
BD-17 63,b,Radial Velocity,655.60000000,1.340000,0.540000,,5.10000,,,,0,7.142942,-16.226345,34.60,9.566,4714.00,0.74,0.69,,HIP 2247,,5.40,-0.678,,,,1620.86500,2008
CT Cha,b,Imaging,,440.000000,,17.00000,,2.200,,,0,166.037872,-76.455383,,,,,,,,,,,,,,,2008
CoRoT-1,b,Transit,1.50895570,0.025400,0.000000,1.03000,,1.490,0.38000,85.100,0,102.079887,-3.102147,,,5950.00,0.95,1.11,,,,,,,,,,2007
CoRoT-10,b,Transit,13.24060000,0.105500,0.530000,2.75000,,0.970,3.70000,88.550,0,291.063721,0.746143,345.00,,5075.00,0.89,0.79,,,15.33,,,,,,,2010
CoRoT-11,b,Transit,2.99433000,0.043600,0.000000,2.33000,,1.430,0.99000,83.170,0,280.687256,5.937688,560.00,,6440.00,1.27,1.37,,,-1.23,,,,,,,2010
CoRoT-12,b,Transit,2.82804200,0.040160,0.070000,0.91700,,1.440,0.30900,85.480,0,100.765678,-1.296439,1150.00,,5675.00,1.08,1.12,,,,,,,,,,2010
CoRoT-13,b,Transit,4.03519000,0.051000,0.000000,1.30800,,0.885,2.34000,88.020,0,102.721138,-5.086445,1060.00,,5945.00,1.09,1.01,,,22.45,,,,,,,2010
CoRoT-14,b,Transit,1.51215000,,0.000000,7.58000,,1.090,7.30000,79.600,0,103.424210,-5.536037,1340.00,,6035.00,1.13,1.21,,,,,,,,,,2010
CoRoT-16,b,Transit,5.35227000,0.061800,0.330000,0.53500,,1.170,0.44000,85.010,0,278.524689,-6.002595,840.00,,5650.00,1.10,1.19,,,,,,,,,,2012
CoRoT-17,b,Transit,3.76810000,0.046100,0.000000,2.43000,,1.020,2.82000,88.340,0,278.699249,-6.612234,920.00,,5740.00,1.04,1.59,,,54.77,,0.393,,,,,2011
CoRoT-18,b,Transit,1.90006930,0.029500,0.080000,3.47000,,1.310,2.20000,86.500,0,98.172409,-0.031586,870.00,,5440.00,0.95,1.00,,,29.55,,,,,,,2011
CoRoT-19,b,Transit,3.89713000,0.051800,0.047000,1.11000,,1.290,0.71000,88.000,0,97.033585,-0.170681,770.00,,6090.00,1.21,1.65,,,24.16,,0.544,,,,,2011
CoRoT-2,b,Transit,1.74299640,0.028100,0.000000,3.31000,,1.465,1.31000,87.840,0,291.777069,1.383714,,,5625.00,0.97,0.90,,,23.25,,,,,,,2007
CoRoT-20,b,Transit,9.20000000,0.090200,0.562000,4.24000,,0.840,,88.210,0,97.720406,0.226919,1230.00,,5880.00,1.14,1.02,,,60.62,,,,,,,2011
CoRoT-23,b,Transit,3.63130000,0.048000,0.160000,2.80000,,1.050,,85.700,0,279.782623,4.357806,600.00,,5900.00,1.14,1.61,,,-35.18,,,,,,,2011
CoRoT-3,b,Transit,4.25680000,0.057000,0.000000,21.66000,,1.010,26.40000,85.900,0,292.055267,0.121820,680.00,,6740.00,1.37,1.56,,,-56.16,,,,,,,2008
CoRoT-4,b,Transit,9.20205000,0.090000,0.000000,0.72000,,1.190,0.52500,90.000,0,102.194664,-0.672774,,,6190.00,1.16,1.17,,,32.30,,,,,,,2008
CoRoT-5,b,Transit,4.03789620,0.049470,0.090000,0.46700,,1.388,0.21700,85.830,0,101.277254,0.815239,,,6100.00,1.00,1.19,,,,,,,,,,2008
CoRoT-6,b,Transit,8.88659300,0.085500,0.100000,2.96000,,1.166,2.32000,89.070,0,281.072525,6.663194,,,6090.00,1.05,1.02,,,-18.24,,,,,,,2009
CoRoT-7,b,Transit,0.85358500,0.017200,0.000000,0.01500,,0.150,5.60000,80.100,0,100.956125,-1.063033,150.00,,5275.00,0.93,0.87,,,31.17,,,,,,,2009
CoRoT-7,c,Radial Velocity,3.69800000,0.046000,0.000000,,0.02600,,,,0,100.956125,-1.063033,150.00,,5275.00,0.93,0.87,,,31.17,,,,,,8.40000,2009
CoRoT-8,b,Transit,6.21229000,0.063000,0.000000,0.22000,,0.570,1.60000,88.400,0,291.588531,1.426452,380.00,,5080.00,0.88,0.77,,,-37.47,,,,,,,2010
CoRoT-9,b,Transit,95.27380000,0.407000,0.110000,0.84000,,1.050,0.90000,89.990,0,280.786713,6.204172,460.00,,5625.00,0.99,0.94,,,19.79,,,,,,,2010
DP Leo,b,Eclipse Timing Variations,8693.00000000,8.600000,,6.28000,,,,,0,169.316667,17.961417,,,,,,,,,,,,,,,2009
FU Tau,b,Imaging,,,,15.00000,,,,,0,65.898911,25.049898,,,,,,,,,,,,,,,2009
Fomalhaut,b,Imaging,320000.00000000,115.000000,0.130000,3.00000,,,,,0,344.412689,-29.622236,7.69,1.160,,,,HD 216956,HIP 113368,,2.30,,,,,,2008
GJ 1214,b,Transit,1.58040482,,0.000000,0.02000,,0.244,1.68000,90.000,0,258.828827,4.963920,13.00,14.680,2949.00,0.15,0.21,,,-21.10,6.45,-2.553,,,,,2009
GJ 179,b,Radial Velocity,2288.00000000,2.410000,0.210000,,0.82000,,,,0,73.023865,6.476539,12.30,12.000,3370.00,0.36,0.38,,HIP 22627,,6.35,-1.796,,,,260.61000,2010
GJ 3021,b,Radial Velocity,133.71000000,0.495000,0.511000,,3.37000,,,,0,4.052823,-79.851181,17.62,6.582,5540.00,0.90,0.90,HD 1237,HIP 1292,-5.81,4.60,-0.180,,0.391,-4.440,1071.04200,2000
GJ 317,b,Radial Velocity,692.00000000,1.150000,0.110000,,2.50000,,,45.000,0,130.246735,-23.456289,15.10,11.970,3510.00,0.42,,,,87.80,6.35,,,,,794.54200,2007
GJ 317,c,Radial Velocity,10000.00000000,25.000000,0.810000,,2.00000,,,,0,130.246735,-23.456289,15.10,11.970,3510.00,0.42,,,,87.80,6.35,,,,,635.63300,2007
GJ 3470,b,Transit,3.33714000,0.034800,0.051000,0.04410,,0.375,1.07000,88.800,0,119.774345,15.391492,25.20,12.330,3600.00,0.54,0.50,,,26.52,6.15,-1.538,,,,,2012
GJ 3634,b,Radial Velocity,2.64561000,0.028700,0.080000,,0.02200,,,59.000,0,164.646240,-31.143990,19.80,,,0.45,0.43,,,,6.25,-1.699,,,,7.00000,2011
GJ 433,b,Radial Velocity,7.37090000,0.058000,0.080000,,0.01800,,,,0,173.862289,-32.539970,9.00,9.806,3600.00,0.48,,,HIP 56528,18.00,6.15,-1.469,,0.830,,5.79000,2009
GJ 436,b,Radial Velocity,2.64385000,0.028500,0.160000,0.07370,,0.365,2.00800,86.360,0,175.546219,26.706570,10.20,10.650,3350.00,0.46,0.45,,HIP 57087,9.60,6.30,-1.585,,0.726,,,2004
GJ 581,b,Radial Velocity,5.36865000,0.041000,0.031000,,0.05000,,,,0,229.861771,-7.722280,6.21,10.560,,0.31,0.29,,HIP 74995,-9.40,6.25,-1.886,,0.528,,15.86000,2005
GJ 581,c,Radial Velocity,12.91820000,0.073000,0.070000,,0.01700,,,,0,229.861771,-7.722280,6.21,10.560,,0.31,0.29,,HIP 74995,-9.40,6.25,-1.886,,0.528,,5.34000,2007
GJ 581,d,Radial Velocity,66.64000000,0.220000,0.250000,,0.01900,,,,0,229.861771,-7.722280,6.21,10.560,,0.31,0.29,,HIP 74995,-9.40,6.25,-1.886,,0.528,,6.06000,2007
GJ 581,e,Radial Velocity,3.14945000,0.028000,0.320000,,0.00600,,,,0,229.861771,-7.722280,6.21,10.560,,0.31,0.29,,HIP 74995,-9.40,6.25,-1.886,,0.528,,1.95000,2009
GJ 649,b,Radial Velocity,598.30000000,1.135000,0.300000,,0.32800,,,,0,254.536880,25.744160,10.34,9.690,3700.00,0.54,,,HIP 83043,4.30,6.10,,,1.588,,104.24400,2009
GJ 667C,b,Radial Velocity,7.20066000,0.049000,0.172000,,0.01789,,,,0,259.745087,-34.996826,7.20,,3600.00,0.33,,,,6.50,6.15,-1.854,,0.633,,5.68000,2009
GJ 667C,c,Radial Velocity,28.15500000,0.123000,0.270000,,0.01430,,,,0,259.745087,-34.996826,7.20,,3600.00,0.33,,,,6.50,6.15,-1.854,,0.633,,4.54000,2012
GJ 674,b,Radial Velocity,4.69380000,0.039000,0.200000,,0.03500,,,,0,262.166443,-46.895191,4.54,9.370,3600.00,0.35,,,HIP 85523,,6.22,-1.796,,,,11.09000,2007
GJ 676A,b,Radial Velocity,1056.80000000,1.820000,0.326000,,4.90000,,,,0,262.546692,-51.636978,16.45,9.580,,0.71,,,HIP 85647,-39.11,6.00,-1.086,,,,1557.30100,2009
GJ 832,b,Radial Velocity,3507.00000000,3.460000,0.080000,,0.62000,,,,0,323.391571,-49.009006,4.93,8.660,3657.00,0.45,0.48,HD 204961,HIP 106440,,6.25,,,,,197.04600,2008
GJ 849,b,Radial Velocity,1845.00000000,2.320000,0.050000,,0.91000,,,,0,332.418121,-4.640729,9.10,10.370,,0.49,,,HIP 109388,-15.30,6.30,-1.553,,1.042,,289.21300,2006
GJ 86,b,Radial Velocity,15.76491000,0.113000,0.041600,,3.91000,,,,0,32.608059,-50.823723,10.90,6.120,5151.00,0.77,,HD 13445,HIP 10138,56.70,5.10,-0.569,,0.251,-4.740,1242.66300,2000
GJ 876,b,Radial Velocity,61.11660000,0.208317,0.032400,,2.27560,,,59.000,0,343.319733,-14.263700,4.70,10.191,,0.33,,,HIP 113020,-1.60,6.35,-1.886,,1.020,,723.22300,2000
GJ 876,c,Radial Velocity,30.08810000,0.129590,0.255910,,0.71420,,,59.000,0,343.319733,-14.263700,4.70,10.191,,0.33,,,HIP 113020,-1.60,6.35,-1.886,,1.020,,226.98500,2000
GJ 876,d,Radial Velocity,1.93778000,0.020807,0.207000,,0.02100,,,59.000,0,343.319733,-14.263700,4.70,10.191,,0.33,,,HIP 113020,-1.60,6.35,-1.886,,1.020,,6.83000,2005
GJ 876,e,Radial Velocity,124.26000000,0.334300,0.055000,,0.04600,,,59.000,0,343.319733,-14.263700,4.70,10.191,,0.33,,,HIP 113020,-1.60,6.35,-1.886,,1.020,,14.60000,2010
GQ Lup,b,Imaging,,,,21.50000,,1.800,,,0,237.300430,-35.651421,,12.430,,,,,,,5.70,,,,,,2005
GSC 06214-00210,b,Imaging,,,,14.00000,,,,,0,245.477783,-20.719202,145.00,,,0.60,,,,,,,,,,,2010
HAT-P-1,b,Transit,4.46529340,0.055310,0.000000,0.52400,,1.225,0.34500,86.280,0,344.445104,38.674953,155.00,10.340,5975.00,1.13,1.11,,,-2.94,3.80,0.170,,,,,2006
HAT-P-11,b,Transit,4.88781620,0.053000,0.198000,0.08100,,0.422,1.33000,88.500,0,297.709351,48.080856,38.00,9.472,4780.00,0.81,0.75,,HIP 97657,,,-0.585,,,,,2009
HAT-P-12,b,Transit,3.21305980,0.038400,0.000000,0.21000,,0.936,0.31920,89.000,0,209.389496,43.493534,142.50,,4650.00,0.73,0.70,,,-40.51,,-0.686,,,,,2009
HAT-P-13,b,Transit,2.91626000,0.042700,0.021000,0.85100,,1.272,0.49800,83.400,0,129.882538,47.352051,214.00,,5653.00,1.22,1.56,,,14.69,,0.346,,,,,2009
HAT-P-13,c,Radial Velocity,446.27000000,,0.661600,,14.28000,,,,0,129.882538,47.352051,214.00,,5653.00,1.22,1.56,,,14.69,,0.346,,,,4538.42100,2009
HAT-P-14,b,Transit,4.62766900,0.060600,0.107000,2.23200,,1.150,1.82000,83.500,0,260.116180,38.242165,205.00,,6600.00,1.39,1.47,,,,,0.563,,,,,2010
HAT-P-15,b,Transit,10.86350200,0.096400,0.190000,1.94600,,1.072,1.96000,89.100,0,66.248024,39.460636,190.00,,5568.00,1.01,1.08,,,31.23,,0.000,,,,,2010
HAT-P-16,b,Transit,2.77596000,0.041300,0.036000,4.19300,,1.289,2.42000,86.600,0,9.573181,42.463078,235.00,,6158.00,1.22,1.24,,,-16.83,,0.294,,,,,2010
HAT-P-17,b,Transit,10.33852300,0.088200,0.346000,0.53000,,1.010,0.64000,89.200,0,324.536407,30.488716,90.00,,5246.00,0.86,0.84,,,20.13,,-0.319,,,,,2010
HAT-P-17,c,Radial Velocity,1610.00000000,2.555000,0.086000,,1.31000,,,,0,324.536407,30.488716,90.00,,5246.00,0.86,0.84,,,20.13,,-0.319,,,,416.34000,2010
HAT-P-18,b,Transit,5.50802300,0.055900,0.084000,0.19700,,0.995,0.25000,88.800,0,256.346466,33.012512,166.00,,4803.00,0.77,0.75,,,-11.92,,-0.569,,,,,2010
HAT-P-19,b,Transit,4.00877800,0.046600,0.067000,0.29200,,1.132,,88.200,0,9.516742,34.711575,215.00,,4990.00,0.84,0.82,,,-20.22,,-0.432,,,,,2010
HAT-P-2,b,Transit,5.63347290,0.068780,0.517100,9.09000,,1.157,7.29000,86.720,0,245.151489,41.048084,110.30,8.689,6290.00,1.36,1.64,HD 147506,HIP 80076,,3.80,0.577,,,,,2007
HAT-P-20,b,Transit,2.87531700,0.036100,0.015000,7.24600,,0.867,13.78000,86.800,0,111.916466,24.336630,70.00,,4595.00,0.76,0.69,,,-18.81,,-0.721,,,,,2010
HAT-P-21,b,Transit,4.12448100,0.049400,0.228000,4.06300,,1.024,4.68000,87.200,0,171.274948,41.027954,254.00,,5588.00,0.95,1.10,,,-53.19,,0.025,,,,,2010
HAT-P-22,b,Transit,3.21222000,0.041400,0.016000,2.14700,,1.080,2.11000,86.900,0,155.681717,50.128345,82.00,,5302.00,0.92,1.04,HD 233731,,12.49,,-0.114,,,,,2010
HAT-P-23,b,Transit,1.21288400,0.023200,0.106000,2.09000,,1.368,1.01000,85.100,0,306.123840,16.762152,393.00,,5905.00,1.13,1.20,,,-15.10,,0.199,,,,,2010
HAT-P-24,b,Transit,3.35524000,0.046500,0.067000,0.68500,,1.242,0.44000,88.600,0,108.825058,14.262599,396.00,,6373.00,1.19,1.32,,,-2.09,,0.408,,,,,2010
HAT-P-25,b,Transit,3.65283600,0.046600,0.032000,0.56700,,1.190,0.42000,87.600,0,48.435417,25.197405,297.00,,5500.00,1.01,0.96,,,-12.51,,-0.125,,,,,2010
HAT-P-26,b,Transit,4.23451600,0.047900,0.124000,0.05900,,0.565,0.40000,88.600,0,213.156387,4.059997,134.00,,5079.00,0.82,0.79,,,14.72,,-0.420,,,,,2010
HAT-P-27,b,Transit,3.03958600,0.040300,0.078000,0.66000,,1.038,0.73000,84.700,0,222.767441,5.947368,204.00,,5300.00,0.94,0.90,,,-15.77,,-0.244,,,,,2011
HAT-P-28,b,Transit,3.25721500,0.043400,0.051000,0.62600,,1.212,0.44000,88.000,0,13.000766,34.728413,395.00,,5680.00,1.02,1.10,,,43.88,,0.053,,,,,2011
HAT-P-29,b,Transit,5.72318600,0.066700,0.095000,0.77800,,1.107,0.71000,87.100,0,33.131142,51.778759,322.00,,6087.00,1.21,1.22,,,-21.67,,0.265,,,,,2011
HAT-P-3,b,Transit,2.89973600,0.038660,0.000000,0.59100,,0.827,1.29000,87.070,0,206.094110,48.028670,138.70,11.577,5185.00,0.92,0.80,,,-23.80,5.10,-0.361,,,,,2007
HAT-P-30,b,Transit,2.81059500,0.041900,0.035000,0.71100,,1.340,0.37000,83.600,0,123.949898,5.836719,193.00,,6304.00,1.24,1.22,,,45.51,,0.312,,,,,2011
HAT-P-31,b,Transit,5.00542500,0.055000,0.245000,2.17100,,1.070,2.18000,87.100,0,271.537720,26.426662,354.00,,6065.00,1.22,1.36,,,-2.40,,0.348,,,,,2011
HAT-P-31,c,Radial Velocity,1022.00000000,,,,3.40000,,,,0,271.537720,26.426662,354.00,,6065.00,1.22,1.36,,,-2.40,,0.348,,,,1080.57600,2011
HAT-P-32,b,Transit,2.15000800,0.034300,0.000000,0.86000,,1.789,0.19000,88.900,0,31.042849,46.687836,283.00,,6207.00,1.16,1.22,,,-23.21,,0.294,,,,,2011
HAT-P-33,b,Transit,3.47447400,0.049900,0.000000,0.76200,,1.686,0.20000,87.200,0,113.184212,33.835052,387.00,,6446.00,1.38,1.64,,,23.03,,0.618,,,,,2011
HAT-P-34,b,Transit,5.45265400,0.067700,0.441000,3.32800,,1.197,2.40000,87.100,0,303.195343,18.104868,257.00,,6442.00,1.39,1.53,HD 351766,,-49.26,,0.560,,,,,2012
HAT-P-35,b,Transit,3.64670600,0.049800,0.025000,1.05400,,1.332,0.55000,87.300,0,123.250763,4.787023,535.00,,6096.00,1.24,1.44,,,40.95,,0.407,,,,,2012
HAT-P-36,b,Transit,1.32734700,0.023800,0.063000,1.83200,,1.264,1.12000,86.000,0,188.266251,44.915352,317.00,,5560.00,1.02,1.10,,,-16.29,,0.013,,,,,2012
HAT-P-37,b,Transit,2.79743600,0.037900,0.058000,1.16900,,1.178,0.89000,86.900,0,284.296051,51.269138,411.00,,5500.00,0.93,0.88,,,-20.53,,-0.208,,,,,2012
HAT-P-38,b,Transit,4.64038200,0.052300,0.067000,0.26700,,0.825,0.59000,88.300,0,,,249.00,,5330.00,0.89,0.92,,,-19.70,,-0.208,,,,,2012
HAT-P-39,b,Transit,3.54387000,0.050900,0.000000,0.59900,,1.571,0.19000,87.000,0,113.758247,17.830082,642.00,,6430.00,1.40,1.62,,,28.42,,0.607,,,,,2012
HAT-P-4,b,Transit,3.05651140,0.044380,0.000000,0.68000,,1.332,0.40300,89.670,0,229.991355,36.229620,314.00,11.118,5860.00,1.26,1.60,,,,4.10,0.431,,,,,2007
HAT-P-40,b,Transit,4.45724300,0.060800,0.000000,0.61500,,1.730,0.15000,88.300,0,335.512848,45.457378,501.00,,6080.00,1.51,2.21,,,-25.00,,0.778,,,,,2012
HAT-P-41,b,Transit,2.69404700,0.042600,0.000000,0.80000,,1.685,0.20000,87.700,0,297.322662,4.672421,344.00,,6390.00,1.42,1.68,,,31.68,,0.628,,,,,2012
HAT-P-5,b,Transit,2.78849100,0.040750,0.000000,1.06000,,1.252,0.67000,86.750,0,274.405487,36.621410,342.00,,5960.00,1.16,1.14,,,,,0.188,,,,,2007
HAT-P-6,b,Transit,3.85300300,0.052370,0.000000,1.05900,,1.330,0.55900,85.510,0,354.774231,42.465973,261.00,,6570.00,1.29,1.46,,,-22.70,,0.555,,,,,2007
HAT-P-7,b,Transit,2.20473040,0.032000,0.039000,1.77600,,1.363,0.87600,80.800,0,292.247314,47.969513,320.00,,6350.00,1.47,1.84,,,-11.00,,0.690,,,,,2008
HAT-P-8,b,Transit,3.07634020,0.048700,0.000000,1.52000,,1.500,0.56800,87.500,0,343.041077,35.447109,230.00,,6200.00,1.28,1.58,,,-22.53,,0.519,,,,,2008
HAT-P-9,b,Transit,3.92289000,0.053000,0.000000,0.78000,,1.400,0.35000,86.500,0,110.168526,37.140652,480.00,,6350.00,1.28,1.32,,,,,0.410,,,,,2008
